Date,Player_Name,Team,Opponent,Runs,Balls_Faced,Fours,Sixes,Wickets,Economy_Rate,Match_Result,Match_Type,Player_Impact_Score,Strike_Rate,Catches,Target_Score
2024-11-18,Joe Root,Australia,New Zealand,3,90,0,0,5,3.81,Tie,T20,93.88,3.33,1,359
2021-12-13,Kane Williamson,Australia,England,71,111,2,8,2,6.39,Loss,T20,90.72,63.96,1,143
2022-04-02,Babar Azam,India,Bangladesh,140,52,10,10,3,5.48,Win,Test,169.04,269.23,4,321
2021-03-14,Rohit Sharma,Pakistan,India,128,142,20,15,5,5.99,Loss,ODI,237.02,90.14,1,396
2025-03-01,Kane Williamson,Australia,England,131,9,28,10,5,3.19,Tie,T20,245.12,1455.56,2,166
2024-10-10,Kane Williamson,Australia,New Zealand,101,14,24,9,1,4.03,Win,T20,137.44,721.43,1,171
2025-05-12,Babar Azam,Bangladesh,Pakistan,59,108,11,8,3,4.1,Tie,T20,127.3,54.63,2,179
2022-10-19,Rohit Sharma,India,Bangladesh,197,136,3,19,1,8.33,Tie,T20,164.84,144.85,3,151
2022-11-13,Rohit Sharma,England,Pakistan,25,106,0,4,4,3.28,Win,Test,97.94,23.58,2,194
2024-06-16,Virat Kohli,South Africa,England,134,132,12,6,5,7.3,Loss,Test,194.4,101.52,3,346
2024-10-09,Rohit Sharma,South Africa,Australia,107,98,17,15,3,7.96,Win,Test,176.58,109.18,3,306
2024-10-25,David Warner,India,Sri Lanka,13,131,2,1,1,3.89,Win,ODI,25.72,9.92,1,179
2024-08-15,David Warner,Australia,England,163,71,13,25,0,5.11,Loss,Test,172.28,229.58,2,267
2024-08-24,Babar Azam,New Zealand,Sri Lanka,73,144,2,11,2,7.91,Win,T20,97.68,50.69,4,373
2021-07-03,David Warner,India,Australia,55,41,12,1,1,3.38,Win,Test,67.74,134.15,3,309
2020-06-25,Joe Root,Australia,New Zealand,33,57,0,5,0,3.41,Tie,ODI,24.68,57.89,3,349
2024-04-30,David Warner,England,Sri Lanka,120,56,24,11,3,8.91,Win,T20,183.18,214.29,0,206
2024-04-16,Kane Williamson,Bangladesh,Pakistan,16,7,3,2,3,7.34,Win,T20,65.32,228.57,4,233
2020-02-05,Steve Smith,Sri Lanka,New Zealand,113,113,19,14,0,4.24,Win,T20,128.02,100,1,381
2022-06-08,Virat Kohli,Australia,New Zealand,141,59,4,12,5,7.76,Loss,Test,198.98,238.98,1,154
2021-03-05,David Warner,South Africa,Pakistan,186,138,4,29,2,9.19,Loss,T20,209.62,134.78,1,398
2022-02-18,Virat Kohli,Bangladesh,Sri Lanka,112,130,14,1,0,5,Loss,T20,77,86.15,0,162
2023-07-05,Jos Buttler,England,New Zealand,54,85,5,3,3,8.56,Loss,ODI,88.88,63.53,3,374
2021-06-21,David Warner,New Zealand,Pakistan,171,96,4,11,2,5.5,Win,ODI,155.5,178.12,3,323
2022-12-03,Babar Azam,New Zealand,Pakistan,142,2,6,0,4,8.2,Loss,Test,146.6,7100,0,292
2024-04-03,Rohit Sharma,Sri Lanka,Pakistan,116,81,0,15,4,8.47,Loss,T20,166.06,143.21,1,124
2025-01-13,Virat Kohli,Sri Lanka,Australia,185,91,3,21,5,3.53,Tie,T20,254.44,203.3,4,273
2021-03-29,Babar Azam,New Zealand,Bangladesh,91,24,4,6,0,8.52,Loss,T20,54.46,379.17,2,142
2021-05-24,Jos Buttler,India,England,119,149,17,19,1,4.31,Win,ODI,161.88,79.87,2,203
2022-08-12,Steve Smith,Pakistan,Sri Lanka,37,28,1,1,5,9.54,Tie,ODI,104.42,132.14,2,191
2021-08-19,Babar Azam,England,Pakistan,108,125,7,15,0,3.73,Tie,ODI,105.54,86.4,2,370
2020-09-25,Babar Azam,England,South Africa,171,124,35,27,5,3.97,Tie,ODI,328.56,137.9,0,136
2024-04-01,Jos Buttler,Pakistan,England,84,81,1,6,0,4.79,Loss,Test,52.42,103.7,4,379
2023-11-26,Rohit Sharma,Sri Lanka,Australia,141,7,19,3,0,9.86,Tie,Test,97.78,2014.29,4,151
2022-05-16,Babar Azam,Sri Lanka,England,194,130,36,25,4,8.73,Win,Test,306.54,149.23,3,229
2022-07-14,Joe Root,New Zealand,South Africa,156,102,27,7,5,5.66,Loss,Test,241.68,152.94,0,344
2023-07-08,Virat Kohli,Australia,Bangladesh,48,105,10,2,3,8.47,Tie,T20,93.06,45.71,3,239
2021-12-02,Joe Root,South Africa,Sri Lanka,136,21,29,20,4,5.54,Win,ODI,254.92,647.62,0,234
2022-03-23,Steve Smith,Pakistan,England,112,141,4,12,0,3.51,Loss,T20,92.98,79.43,3,131
2020-02-07,David Warner,India,Bangladesh,109,98,22,2,3,3.05,Tie,ODI,158.4,111.22,0,173
2020-07-23,Joe Root,Pakistan,Sri Lanka,117,69,3,4,2,5.35,Tie,Test,105.8,169.57,2,320
2021-12-06,Joe Root,New Zealand,India,150,134,36,20,4,8.97,Tie,T20,269.06,111.94,4,160
2023-07-16,Rohit Sharma,Pakistan,Australia,94,3,0,10,0,7.03,Tie,T20,62.94,3133.33,4,127
2024-05-05,David Warner,Australia,Bangladesh,165,126,41,1,1,8.61,Win,ODI,170.28,130.95,3,250
2023-02-17,David Warner,Sri Lanka,New Zealand,193,122,6,27,4,6.09,Tie,Test,257.32,158.2,1,274
2023-06-21,Virat Kohli,India,South Africa,79,102,19,3,4,7.14,Tie,ODI,152.22,77.45,4,225
2023-11-12,Steve Smith,Sri Lanka,England,15,59,0,2,1,3.98,Tie,ODI,25.54,25.42,1,238
2021-05-15,Virat Kohli,Sri Lanka,New Zealand,103,146,20,7,0,6.59,Win,ODI,99.32,70.55,2,333
2024-03-09,Joe Root,Australia,India,168,72,33,8,0,7.14,Tie,ODI,159.72,233.33,4,353
2024-08-05,David Warner,Sri Lanka,Pakistan,175,48,14,10,1,8.23,Win,Test,149.04,364.58,2,212
2020-05-30,Jos Buttler,New Zealand,England,130,132,0,19,2,4.06,Tie,ODI,153.88,98.48,4,224
2020-02-13,Rohit Sharma,South Africa,Sri Lanka,186,89,28,24,4,6.18,Win,ODI,288.64,208.99,3,271
2020-01-09,Babar Azam,Bangladesh,South Africa,62,105,2,10,1,4.21,Loss,Test,76.58,59.05,0,258
2020-04-05,Virat Kohli,New Zealand,Bangladesh,123,68,0,9,2,5.45,Loss,Test,117.6,180.88,2,208
2024-07-26,Rohit Sharma,Bangladesh,Australia,76,80,13,7,2,9.98,Loss,Test,105.04,95,4,284
2022-06-11,Virat Kohli,Sri Lanka,Pakistan,118,91,22,3,4,9.79,Loss,T20,172.42,129.67,0,322
2020-12-16,Babar Azam,Sri Lanka,India,92,105,10,13,4,4.44,Tie,ODI,176.12,87.62,1,264
2023-02-19,Rohit Sharma,England,Pakistan,92,56,5,13,1,5.5,Loss,Test,104,164.29,1,124
2022-10-06,Virat Kohli,England,South Africa,30,78,1,4,2,7.18,Win,ODI,54.64,38.46,0,212
2023-08-13,Kane Williamson,Sri Lanka,India,145,83,26,3,4,3.46,Tie,T20,206.58,174.7,0,217
2024-03-31,Babar Azam,England,Bangladesh,122,134,16,7,3,3.06,Tie,Test,167.88,91.04,3,391
2021-11-05,Virat Kohli,Bangladesh,India,124,63,6,2,3,6.86,Loss,Test,126.28,196.83,2,202
2023-06-16,Rohit Sharma,India,New Zealand,146,117,10,8,1,9.12,Loss,T20,118.76,124.79,1,165
2025-04-15,Rohit Sharma,South Africa,England,12,98,0,1,3,7.15,Tie,ODI,54.7,12.24,2,122
2022-01-11,Kane Williamson,India,England,17,122,1,0,1,8.3,Loss,Test,13.9,13.93,0,393
2024-10-26,Jos Buttler,Pakistan,Australia,138,42,15,4,0,8.27,Loss,T20,94.46,328.57,2,360
2023-12-28,Virat Kohli,South Africa,Pakistan,75,23,9,3,5,8.16,Win,T20,148.18,326.09,4,306
2021-02-20,Kane Williamson,India,Bangladesh,157,137,37,10,5,7.52,Win,ODI,267.46,114.6,0,241
2021-04-07,Joe Root,Australia,South Africa,95,58,15,15,2,8.81,Tie,Test,144.88,163.79,2,312
2021-04-08,Joe Root,Sri Lanka,Australia,32,65,0,5,5,5.65,Tie,T20,119.7,49.23,2,370
2020-12-12,Jos Buttler,South Africa,New Zealand,124,91,31,1,3,9.51,Tie,ODI,167.98,136.26,3,280
2022-03-13,Steve Smith,Australia,South Africa,27,95,2,4,4,5.66,Tie,T20,98.18,28.42,0,395
2025-01-12,Joe Root,New Zealand,Australia,125,16,9,9,0,7.1,Tie,ODI,93.3,781.25,3,264
2022-10-10,David Warner,Pakistan,Australia,138,20,3,13,0,5.34,Tie,T20,103.32,690,3,389
2022-09-30,Jos Buttler,England,Sri Lanka,196,146,41,6,0,5.87,Tie,ODI,186.26,134.25,1,280
2023-07-05,David Warner,New Zealand,Pakistan,131,51,15,15,0,6.32,Win,Test,127.86,256.86,0,185
2024-06-29,Babar Azam,Sri Lanka,Australia,56,82,12,3,0,3.23,Loss,ODI,54.54,68.29,3,197
2020-01-18,Steve Smith,England,Pakistan,189,91,7,14,4,5.37,Tie,T20,219.76,207.69,2,189
2025-03-11,Virat Kohli,Pakistan,India,145,50,0,0,5,9.38,Win,Test,153.74,290,3,208
2021-04-01,Kane Williamson,England,Pakistan,53,145,6,3,5,9.65,Loss,Test,128.2,36.55,1,129
2023-04-08,Joe Root,Pakistan,New Zealand,163,61,8,11,5,9.1,Win,Test,212.3,267.21,2,277
2025-01-06,David Warner,Bangladesh,England,84,70,11,6,5,7.35,Tie,Test,167.3,120,0,343
2025-01-05,David Warner,Pakistan,Sri Lanka,40,91,4,6,0,3.05,Win,Test,39.9,43.96,3,351
2024-05-01,Jos Buttler,Bangladesh,New Zealand,183,62,13,29,0,7.65,Loss,T20,189.2,295.16,2,293
2022-04-03,Kane Williamson,Pakistan,Australia,62,131,1,1,3,5.92,Tie,T20,84.16,47.33,0,284
2023-08-02,David Warner,Bangladesh,New Zealand,43,14,5,3,4,5.4,Win,ODI,109.7,307.14,1,160
2021-09-23,Virat Kohli,Bangladesh,England,163,8,11,12,1,8.7,Win,Test,142.1,2037.5,0,149
2024-02-29,Steve Smith,England,South Africa,71,40,16,10,0,7.45,Tie,T20,82.6,177.5,2,207
2021-04-09,Joe Root,England,Australia,58,64,1,9,5,8.71,Tie,ODI,140.58,90.62,1,366
2020-02-15,Jos Buttler,Australia,New Zealand,57,35,5,2,0,5.5,Win,Test,33.5,162.86,2,303
2021-01-16,David Warner,Pakistan,India,8,143,0,1,0,4.38,Tie,ODI,-1.76,5.59,2,381
2022-04-01,Joe Root,India,Pakistan,76,143,18,9,0,5.72,Loss,ODI,89.56,53.15,0,314
2020-07-14,Rohit Sharma,India,Sri Lanka,186,74,45,1,0,8.54,Loss,T20,168.92,251.35,0,224
2021-04-09,Babar Azam,Sri Lanka,India,195,109,23,26,0,5.57,Tie,T20,210.36,178.9,2,233
2020-10-07,Rohit Sharma,New Zealand,India,171,116,36,26,0,8.34,Win,T20,218.82,147.41,2,239
2024-10-30,Joe Root,South Africa,New Zealand,110,20,26,11,0,7.75,Tie,T20,124.5,550,4,391
2023-06-27,Rohit Sharma,Sri Lanka,Pakistan,7,17,1,1,4,5.69,Tie,T20,77.12,41.18,0,177
2020-08-15,Rohit Sharma,Australia,South Africa,53,131,5,4,4,3.78,Tie,T20,120.94,40.46,2,389
2025-04-30,Joe Root,Pakistan,England,188,50,28,3,2,3.61,Tie,ODI,191.78,376,3,142
2024-09-06,Rohit Sharma,Bangladesh,Sri Lanka,75,2,0,8,2,5.27,Tie,ODI,90.96,3750,2,352
2020-09-02,David Warner,New Zealand,Australia,170,106,30,11,5,9.51,Loss,ODI,258.98,160.38,2,327
2023-05-10,Jos Buttler,South Africa,New Zealand,48,150,0,4,0,4.07,Tie,Test,27.86,32,3,226
2022-02-14,Kane Williamson,South Africa,Pakistan,174,133,36,0,3,8.28,Tie,Test,202.44,130.83,3,240
2020-04-03,Kane Williamson,India,Pakistan,135,106,15,8,0,4.68,Tie,T20,112.14,127.36,3,175
2021-12-12,Kane Williamson,Bangladesh,India,198,37,14,18,3,3.83,Tie,ODI,233.34,535.14,0,181
2022-11-30,Steve Smith,India,Australia,19,9,3,2,3,8.8,Loss,T20,63.9,211.11,0,296
2020-07-23,Virat Kohli,New Zealand,Bangladesh,167,57,24,2,2,6.59,Loss,T20,164.32,292.98,4,374
2022-02-27,Babar Azam,Bangladesh,England,23,27,4,1,3,7.97,Win,T20,66.56,85.19,3,313
2020-01-05,Steve Smith,New Zealand,Bangladesh,193,149,22,20,5,5.07,Win,ODI,290.36,129.53,4,198
2020-01-27,Kane Williamson,England,New Zealand,28,66,1,1,5,4.88,Win,ODI,109.24,42.42,2,385
2021-10-03,David Warner,Sri Lanka,South Africa,149,79,20,13,3,4.25,Tie,ODI,205,188.61,0,252
2022-12-05,Steve Smith,England,Pakistan,133,10,22,11,0,7.07,Tie,T20,129.36,1330,1,273
2024-06-29,David Warner,England,Bangladesh,19,95,1,1,5,8.24,Win,T20,98.02,20,1,157
2022-08-01,David Warner,Pakistan,Sri Lanka,94,50,9,0,1,7.67,Tie,ODI,69.66,188,3,318
2024-12-16,Jos Buttler,New Zealand,India,33,74,0,4,0,9.6,Loss,ODI,9.3,44.59,2,344
2021-11-24,Jos Buttler,Sri Lanka,South Africa,171,32,16,3,2,7.52,Win,T20,151.46,534.38,0,339
2024-12-23,Joe Root,South Africa,Pakistan,167,128,16,18,4,4.18,Win,T20,241.14,130.47,3,312
2021-01-30,Kane Williamson,Bangladesh,India,24,17,3,4,1,4.66,Loss,T20,40.68,141.18,0,215
2022-02-24,Steve Smith,England,Pakistan,162,99,24,21,2,4.98,Win,T20,222.04,163.64,3,291
2020-02-25,Babar Azam,New Zealand,England,118,133,27,18,5,6.6,Loss,T20,253.8,88.72,3,364
2021-11-26,Rohit Sharma,Australia,South Africa,93,46,19,1,2,9.57,Win,ODI,108.36,202.17,0,174
2024-01-05,David Warner,Pakistan,England,103,140,12,14,1,6.53,Loss,Test,124.44,73.57,2,254
2023-06-22,Joe Root,Pakistan,New Zealand,37,60,3,2,1,7.08,Tie,Test,36.34,61.67,1,275
2023-10-08,Kane Williamson,Australia,Sri Lanka,124,35,27,4,5,4.82,Loss,Test,218.36,354.29,1,274
2021-03-17,Joe Root,South Africa,Pakistan,176,134,39,3,4,9.83,Loss,T20,235.34,131.34,0,120
2023-06-22,Joe Root,Pakistan,New Zealand,134,143,5,6,0,7.49,Tie,T20,80.02,93.71,2,379
2023-03-28,Jos Buttler,Pakistan,Sri Lanka,165,44,0,2,3,6.16,Tie,ODI,136.18,375,3,364
2021-07-10,Babar Azam,India,Bangladesh,31,82,4,2,5,3.94,Loss,ODI,121.62,37.8,2,274
2020-09-11,Jos Buttler,South Africa,Australia,197,84,40,15,1,7.19,Loss,ODI,229.12,234.52,1,122
2022-02-25,Rohit Sharma,South Africa,England,108,93,11,0,1,8.73,Tie,T20,78.54,116.13,4,344
2023-06-26,Rohit Sharma,Australia,England,100,59,7,4,2,6.01,Win,T20,103.98,169.49,1,153
2021-09-02,Babar Azam,India,New Zealand,147,87,18,13,4,6.95,Loss,ODI,214.6,168.97,1,350
2020-12-28,Rohit Sharma,England,Pakistan,196,85,7,22,2,4.18,Loss,T20,209.64,230.59,0,183
2023-03-17,Steve Smith,India,Sri Lanka,147,35,10,19,0,9.17,Win,Test,132.16,420,3,165
2022-06-25,Babar Azam,Pakistan,Australia,75,40,8,7,1,4.57,Win,Test,85.36,187.5,2,239
2023-05-01,Kane Williamson,India,Bangladesh,170,49,32,21,0,7.63,Tie,ODI,196.74,346.94,2,209
2021-08-21,Steve Smith,Bangladesh,Pakistan,16,81,4,2,1,5.55,Tie,Test,30.9,19.75,4,144
2022-05-10,Steve Smith,Pakistan,South Africa,42,119,7,2,1,6.37,Tie,Test,48.26,35.29,4,394
2022-02-15,David Warner,South Africa,Bangladesh,25,147,3,1,2,3.54,Win,Test,54.42,17.01,3,128
2025-05-23,Joe Root,Australia,South Africa,65,141,10,4,1,8.42,Win,Test,67.66,46.1,1,258
2020-05-10,Jos Buttler,Bangladesh,South Africa,1,12,0,0,4,6.68,Win,T20,67.14,8.33,3,254
2021-06-10,Babar Azam,India,Bangladesh,28,135,0,0,5,4.61,Tie,Test,104.78,20.74,3,175
2021-07-29,Babar Azam,Pakistan,India,133,125,5,21,1,8.55,Loss,Test,142.4,106.4,1,350
2021-12-12,Jos Buttler,Pakistan,Bangladesh,53,60,5,2,3,4.84,Loss,Test,92.82,88.33,1,226
2020-08-14,David Warner,New Zealand,Bangladesh,160,43,4,7,5,8.28,Tie,Test,192.44,372.09,3,190
2022-04-02,Rohit Sharma,New Zealand,Australia,75,26,15,12,1,4.7,Tie,ODI,114.1,288.46,1,125
2023-04-27,Rohit Sharma,Sri Lanka,England,159,42,38,22,5,5.25,Loss,ODI,311,378.57,4,153
2020-12-29,Babar Azam,South Africa,India,155,38,0,5,2,7.03,Loss,T20,118.44,407.89,4,121
2025-06-10,Rohit Sharma,India,New Zealand,165,100,12,5,1,6.12,Tie,Test,129.26,165,0,232
2021-12-22,Steve Smith,New Zealand,South Africa,47,62,6,4,1,6.79,Win,Test,53.92,75.81,3,128
2021-01-09,Joe Root,Pakistan,Australia,21,22,0,3,4,7.64,Loss,T20,84.22,95.45,0,344
2025-06-06,Steve Smith,New Zealand,South Africa,78,140,5,7,0,8.24,Loss,Test,53.52,55.71,4,392
2021-04-04,Steve Smith,Sri Lanka,India,18,146,0,1,5,4.01,Win,T20,103.98,12.33,4,190
2021-10-01,Kane Williamson,Sri Lanka,Bangladesh,73,115,10,12,4,4.24,Tie,T20,164.02,63.48,1,328
2020-12-05,Virat Kohli,New Zealand,Bangladesh,181,108,1,2,2,8.19,Win,T20,122.12,167.59,1,287
2023-09-15,Steve Smith,India,Pakistan,92,15,13,0,4,4.23,Tie,Test,143.54,613.33,1,145
2022-04-24,Jos Buttler,England,India,186,85,41,24,1,4.62,Loss,Test,257.76,218.82,3,392
2023-05-18,Jos Buttler,New Zealand,India,130,31,10,15,3,9.07,Tie,Test,171.86,419.35,1,327
2024-07-10,Kane Williamson,South Africa,Pakistan,100,25,9,16,5,8.89,Tie,Test,198.22,400,2,305
2022-10-21,Steve Smith,Sri Lanka,England,165,120,20,26,1,7.01,Loss,T20,206.48,137.5,0,265
2021-08-05,Kane Williamson,New Zealand,England,7,46,0,1,3,5.92,Loss,ODI,54.66,15.22,0,167
2020-10-11,Virat Kohli,Pakistan,India,1,24,0,0,0,3.9,Tie,T20,-7.3,4.17,1,205
2020-04-17,Kane Williamson,England,Pakistan,122,5,14,1,1,8.95,Tie,Test,94.1,2440,4,317
2020-02-28,Rohit Sharma,Pakistan,India,33,60,6,3,4,7.55,Tie,T20,102.4,55,2,199
2025-05-09,Joe Root,Sri Lanka,England,152,89,34,20,1,9.7,Tie,ODI,204.6,170.79,0,214
2021-08-29,Steve Smith,India,New Zealand,55,55,0,9,1,9.89,Win,Test,54.72,100,3,363
2022-07-02,David Warner,New Zealand,Bangladesh,135,150,29,2,1,4.11,Loss,Test,143.28,90,3,157
2020-11-01,Rohit Sharma,England,Australia,78,122,16,10,1,6.39,Tie,ODI,108.22,63.93,4,330
2023-07-29,Virat Kohli,Sri Lanka,South Africa,24,91,6,0,5,7.92,Loss,Test,108.16,26.37,0,256
2020-04-01,David Warner,South Africa,India,76,12,14,12,1,9.46,Loss,T20,103.08,633.33,1,344
2021-03-24,David Warner,India,Australia,177,91,39,7,3,6.19,Tie,ODI,235.12,194.51,2,341
2021-02-04,Virat Kohli,Pakistan,Australia,161,12,37,11,2,9.45,Loss,T20,208.6,1341.67,3,225
2024-03-05,Rohit Sharma,England,India,200,37,25,27,0,8.59,Loss,T20,213.82,540.54,1,399
2024-08-04,David Warner,Australia,Bangladesh,131,41,16,12,2,3.54,Tie,ODI,166.42,319.51,2,140
2023-10-16,Virat Kohli,India,Bangladesh,139,26,9,9,1,6.76,Tie,T20,120.98,534.62,1,303
2020-12-29,Rohit Sharma,Australia,India,79,54,19,13,5,3.31,Loss,ODI,209.88,146.3,1,153
2020-12-23,Virat Kohli,Pakistan,New Zealand,83,146,3,3,5,9.79,Tie,ODI,136.92,56.85,1,143
2024-06-12,Jos Buttler,Sri Lanka,South Africa,155,82,11,22,5,6.73,Loss,T20,252.04,189.02,4,226
2024-06-22,Virat Kohli,India,New Zealand,80,96,16,8,0,9.47,Loss,T20,77.06,83.33,0,206
2023-03-31,Rohit Sharma,South Africa,Pakistan,15,56,3,1,5,6.86,Win,ODI,102.78,26.79,2,357
2021-08-31,Virat Kohli,England,Australia,4,133,0,0,4,4.23,Tie,Test,73.54,3.01,4,209
2020-01-08,Rohit Sharma,Australia,Pakistan,4,108,1,0,4,5.25,Loss,ODI,73.5,3.7,1,225
2020-03-28,Joe Root,South Africa,England,86,149,14,7,3,8.57,Win,ODI,134.86,57.72,1,251
2020-06-07,Rohit Sharma,England,India,117,142,13,3,4,3.41,Loss,T20,166.68,82.39,3,289
2021-07-28,Babar Azam,Australia,England,31,58,7,1,4,7.45,Loss,T20,97.6,53.45,4,179
2023-10-02,David Warner,New Zealand,Bangladesh,29,124,0,0,1,5.14,Win,T20,24.22,23.39,0,378
2024-03-18,Rohit Sharma,Sri Lanka,South Africa,129,117,5,8,0,8.71,Loss,ODI,81.08,110.26,2,146
2020-12-11,Kane Williamson,New Zealand,Bangladesh,184,117,1,23,4,6.64,Tie,ODI,229.72,157.26,4,340
2022-11-04,Virat Kohli,England,Pakistan,73,75,11,3,2,6.32,Tie,Test,94.86,97.33,3,201
2022-08-24,Babar Azam,Pakistan,England,37,102,0,2,0,4.64,Win,Test,15.22,36.27,4,396
2020-03-11,Joe Root,England,Pakistan,69,135,14,0,3,4.37,Loss,ODI,113.76,51.11,4,303
2023-08-16,Steve Smith,Sri Lanka,India,78,122,18,0,2,4.8,Tie,Test,105.4,63.93,2,130
2020-11-12,Babar Azam,England,India,185,82,14,27,2,9.76,Win,ODI,221.98,225.61,4,312
2025-03-20,Steve Smith,South Africa,Sri Lanka,108,125,3,15,5,7.7,Win,ODI,189.6,86.4,4,322
2022-02-13,Kane Williamson,New Zealand,India,152,44,9,21,0,5.76,Loss,T20,145.48,345.45,1,392
2020-12-02,David Warner,Australia,Pakistan,70,105,5,10,3,5.52,Loss,ODI,123.96,66.67,4,310
2024-02-03,Babar Azam,Sri Lanka,England,86,3,12,12,2,3.12,Win,ODI,136.76,2866.67,3,218
2020-08-04,Rohit Sharma,Pakistan,Australia,108,66,13,12,0,3.31,Win,T20,109.38,163.64,1,213
2020-05-06,Kane Williamson,Australia,New Zealand,150,82,15,12,3,3.18,Win,T20,194.64,182.93,1,191
2024-04-26,Virat Kohli,England,Sri Lanka,149,100,16,7,4,7.3,Tie,T20,192.9,149,1,394
2024-08-24,Kane Williamson,New Zealand,Pakistan,151,20,0,20,1,3.16,Win,Test,149.18,755,0,238
2023-02-07,Rohit Sharma,India,Pakistan,95,4,23,13,1,8.35,Win,T20,135.8,2375,4,255
2021-05-25,David Warner,India,Bangladesh,149,6,1,19,4,3.07,Loss,T20,207.36,2483.33,2,389
2023-03-25,Kane Williamson,Sri Lanka,South Africa,188,54,30,19,1,8.68,Loss,Test,213.64,348.15,0,349
2022-08-02,Kane Williamson,New Zealand,Bangladesh,35,66,1,2,4,6.31,Tie,T20,92.88,53.03,1,185
2022-05-10,Babar Azam,New Zealand,Sri Lanka,128,9,29,1,1,8.29,Loss,ODI,128.42,1422.22,2,137
2025-01-20,Kane Williamson,Bangladesh,Australia,88,7,1,10,5,7.67,Win,T20,160.66,1257.14,3,255
2020-12-07,Kane Williamson,New Zealand,Bangladesh,54,80,12,9,4,3.81,Loss,Test,150.38,67.5,4,200
2024-04-05,Virat Kohli,Sri Lanka,India,180,39,9,20,1,6.04,Win,ODI,175.92,461.54,3,178
2021-08-08,Rohit Sharma,England,New Zealand,64,8,1,4,3,8.58,Tie,T20,88.84,800,1,131
2022-05-13,Steve Smith,Sri Lanka,New Zealand,117,89,9,7,0,5.28,Win,Test,86.94,131.46,0,213
2020-10-18,Kane Williamson,Bangladesh,Sri Lanka,121,22,13,11,2,6.37,Loss,Test,146.76,550,4,260
2024-03-19,Jos Buttler,New Zealand,Australia,134,87,11,14,3,3.19,Win,T20,184.62,154.02,1,237
2022-04-08,Steve Smith,New Zealand,South Africa,17,128,0,1,2,6.96,Loss,Test,37.58,13.28,4,159
2022-08-24,Virat Kohli,South Africa,Australia,150,32,34,5,1,5.77,Loss,ODI,166.46,468.75,2,379
2025-04-11,Jos Buttler,Australia,South Africa,172,61,42,12,3,6.13,Tie,T20,253.74,281.97,0,384
2024-11-10,Babar Azam,South Africa,New Zealand,112,4,25,11,2,7.05,Tie,Test,164.9,2800,0,143
2022-03-17,Steve Smith,South Africa,New Zealand,33,29,8,4,1,3.06,Tie,T20,58.38,113.79,0,250
2025-01-21,Virat Kohli,Australia,Pakistan,107,46,15,2,3,5.67,Win,ODI,138.16,232.61,2,185
2020-11-18,Rohit Sharma,South Africa,England,53,114,0,6,5,3.79,Win,T20,136.92,46.49,1,394
2020-01-04,Kane Williamson,Pakistan,India,69,7,4,10,3,9.58,Loss,Test,113.34,985.71,3,349
2021-08-20,David Warner,Bangladesh,Pakistan,156,140,29,5,0,3.74,Loss,T20,143.52,111.43,2,356
2020-03-28,Jos Buttler,Pakistan,England,16,105,3,0,1,6.98,Win,ODI,20.04,15.24,1,280
2022-11-18,David Warner,New Zealand,South Africa,73,107,8,11,2,7.99,Loss,Test,109.52,68.22,4,129
2020-04-14,Jos Buttler,Pakistan,India,128,114,20,6,1,5.54,Win,ODI,130.92,112.28,4,244
2025-02-01,Joe Root,Sri Lanka,Pakistan,24,66,2,2,2,3.66,Loss,Test,54.68,36.36,4,375
2025-04-08,Steve Smith,South Africa,England,177,111,18,28,3,5.82,Loss,Test,256.86,159.46,2,183
2020-11-30,Rohit Sharma,India,South Africa,23,134,4,2,1,8.32,Tie,T20,28.86,17.16,3,255
2022-06-19,Steve Smith,Australia,Bangladesh,67,55,4,5,5,5.86,Loss,T20,144.78,121.82,2,152
2025-02-15,David Warner,South Africa,Australia,20,17,2,3,0,5.4,Win,ODI,12.2,117.65,1,179
2021-06-28,Jos Buttler,Australia,South Africa,144,68,26,12,2,9.55,Win,T20,180.9,211.76,1,209
2022-08-23,Babar Azam,South Africa,India,119,52,1,18,5,3.24,Loss,T20,209.02,228.85,0,237
2022-11-05,David Warner,Australia,New Zealand,54,100,9,2,0,5.01,Tie,ODI,40.98,54,1,286
2020-10-31,Steve Smith,Bangladesh,New Zealand,93,24,9,8,3,3.24,Win,T20,142.02,387.5,1,219
2024-11-03,Joe Root,Pakistan,New Zealand,43,41,9,4,0,4.97,Win,T20,41.56,104.88,1,212
2021-08-11,Babar Azam,England,India,123,125,21,10,4,8.28,Win,T20,196.94,98.4,4,374
2024-09-02,Virat Kohli,India,Bangladesh,14,21,0,0,5,9.91,Loss,T20,87.18,66.67,3,374
2022-12-26,Steve Smith,Pakistan,New Zealand,104,110,13,11,4,8.93,Loss,Test,173.14,94.55,2,311
2024-12-03,Rohit Sharma,India,England,182,107,35,26,4,8.45,Tie,ODI,302.1,170.09,3,363
2021-01-03,Steve Smith,Australia,India,117,26,23,16,4,9.63,Tie,Test,213.24,450,3,294
2020-02-19,Jos Buttler,Australia,Sri Lanka,89,135,8,8,4,6.9,Loss,T20,150.7,65.93,0,276
2024-02-13,Babar Azam,Bangladesh,India,33,145,4,5,0,3.88,Loss,ODI,31.74,22.76,2,302
2021-04-19,Virat Kohli,Australia,Pakistan,135,60,13,10,5,9.16,Win,Test,205.18,225,1,270
2022-02-28,Joe Root,India,South Africa,7,114,1,0,2,9.42,Win,T20,26.66,6.14,3,141
